,RegionID,RegionName,City,State,Metro,CountyName,District,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,Average,,,,
836,61782,10306,New York,NY,New York,Richmond,#N/A,837,178300,177600,176800,176100,175300,174600,174000,173400,173100,173100,173200,173300,173500,174000,174600,175300,176100,176900,177800,178800,180000,181300,182400,183300,184200,185000,185900,186700,187600,188400,189300,190300,191600,192900,194300,195700,197300,198900,200700,202500,204500,206600,208900,211400,214400,217700,221100,224500,228200,232000,235800,239400,242800,246000,249000,251900,254500,257000,259300,261400,263400,265400,267400,269300,271200,273100,275000,277000,279000,281100,283300,285400,287800,290400,293300,296400,299700,303200,307000,311100,315600,320500,325600,330700,335300,339300,342900,345900,348600,351100,353600,355900,358000,359800,361400,363200,365300,368000,371600,376000,380800,386000,391300,396800,402600,408600,414600,420700,426700,432200,437300,442000,446200,450000,453300,456100,458400,460200,461900,463600,465200,466500,467300,467500,467400,467300,467000,466300,464800,462800,460700,458800,456600,454200,451400,448500,445500,442800,440600,439000,437600,436300,435200,434100,432700,430900,428600,425900,422800,419700,416700,414000,411200,408600,406500,404800,402800,400100,397200,395300,394500,394400,394600,394600,395300,396200,396200,397100,398800,399300,399500,401300,403200,404300,404100,402500,401100,400200,399100,394200,388000,384300,382100,378500,375100,373200,372400,372600,372100,370000,367200,366000,367200,370100,373900,377100,378300,379000,379100,378100,377000,377500,379400,382300,385300,387900,389600,390700,391900,391800,390700,392200,395700,397800,398700,399300,399900,400500,402200,405500,409100,411200,412400,413000,412900,414300,416800,418000,418500,419400,419100,417800,417700,419600,422600,424600,425600,428000,431800,435100,437300,439400,441600,443200,444400,447200,451900,457200,461100,463300,465600,468700,472100,476200,481500,489100,496100,500200,503100,507000,512200,517100,522800,530900,538200,524240,,,,
853,62179,11691,New York,NY,New York,Queens,#N/A,854,155700,156000,156300,156800,157200,157700,158000,158600,159300,159800,160000,160100,160300,160900,161700,162500,163300,164100,164900,165900,166900,167700,168100,168500,168900,169700,170600,171700,172800,173800,174800,176000,177300,178400,179100,179800,180600,181900,183400,185100,186800,188500,190200,192000,194000,195600,196800,197900,199200,200800,202800,204800,206800,208800,210600,212600,214800,216500,217500,218400,219700,221600,223800,226200,228600,231000,233200,235600,238100,240000,241000,241800,243000,244900,247200,249700,252200,254600,257300,257800,257800,262100,271700,282200,290500,294400,294900,293900,292900,293100,294600,297600,301700,305500,308400,311300,314800,319800,326300,334200,343100,352900,363000,373000,382100,389100,394200,399500,405600,412100,418300,423800,428200,431600,434500,438200,443100,447900,451500,454800,458400,461900,465200,468100,470100,470200,467900,464600,462400,461400,461200,463200,466700,469300,470000,469500,468800,468100,467700,467900,468300,466800,462200,456700,451100,444000,436300,430000,425000,420500,416000,411800,408500,404500,398700,393100,388800,383400,377800,374800,375400,377900,381400,385700,387900,388700,390900,388300,380200,376900,380200,381900,380300,378500,380200,380400,380200,380200,381700,382300,384900,388400,389500,387500,384700,380400,371000,361300,351900,345000,342100,345700,351600,357400,364600,370600,371900,371100,370600,370400,371600,371600,370000,369900,371400,369500,364500,360600,353800,344800,338800,334800,329800,330600,333300,331000,323000,316900,312300,312100,321800,337800,351400,363600,375100,381100,383400,385000,388200,391400,394700,397000,395500,391400,388100,386300,388500,394400,397200,395200,393600,395200,396700,397500,400700,406800,415100,424600,431400,430200,426700,426500,430100,434900,438900,443000,446900,449500,449500,445400,440100,437700,440300,449600,460300,445600,,,,
939,61809,10469,New York,NY,New York,Bronx,#N/A,940,157200,157000,156700,156500,156200,155900,155700,155500,155600,155800,156200,156600,157100,157700,158500,159200,159900,160500,161200,161800,162700,163500,164300,165000,165700,166400,167000,167500,167900,168200,168500,168800,169300,169900,170700,171500,172400,173500,174600,175800,176900,178000,179000,180100,181300,182700,184000,185300,186600,188000,189400,190700,191800,192800,193700,194600,195700,196900,198300,199800,201500,203500,205700,207900,210100,212300,214500,217000,219700,222500,225500,228500,231700,235000,238300,241300,244000,246300,248400,250500,252400,254000,255100,255900,256000,255700,255500,256100,257700,260100,262700,265400,268300,271400,275000,279000,283300,287300,291100,294800,299000,303900,309400,314900,320300,325500,330300,335200,340400,345600,351000,356800,362800,368900,374800,380600,386000,390700,394500,398100,401500,404700,407700,410500,412600,414200,415400,417100,419300,420700,421100,422300,424300,426100,426900,426400,424700,422400,419600,417600,416300,413700,409700,406500,404200,401800,399000,395400,390800,386200,381700,378100,374800,369900,363500,358200,353800,349300,345000,342000,340100,339900,340800,343600,344200,343300,343800,343100,339700,339300,342000,344000,344500,344400,344200,334800,325100,326800,335100,337700,337900,335400,331500,328800,327400,326200,325200,325600,324900,322000,319300,318700,318600,318200,318400,319100,319700,317800,314900,316200,319900,321100,320400,322600,326500,330500,332300,333100,334600,336300,336700,337400,340200,343200,345300,346200,347100,347700,349000,351800,355900,358800,360100,362300,364500,364300,361500,359100,358000,359000,359800,359800,359800,361500,363600,366500,370500,373700,373600,372400,373200,376300,378300,376800,375400,376800,381000,385200,388700,391900,395400,398200,399800,401500,407100,412800,414500,416100,419300,419800,417300,413800,413600,419900,426100,418140,,,,
960,61788,10312,New York,NY,New York,Richmond,#N/A,961,180600,180100,179600,179100,178700,178500,178300,178300,178500,178800,179200,179600,179900,180400,180900,181400,181800,182200,182700,183200,183700,184400,185000,185400,185900,186300,186800,187400,188000,188800,189600,190600,191900,193500,195300,197200,199300,201500,203800,206200,208700,211300,213900,216600,219700,223000,226300,229600,232900,236100,239200,242100,244900,247600,250300,253000,255700,258500,261100,263500,265900,268100,270200,272100,274000,275800,277700,279700,281800,284100,286600,289300,292200,295300,298700,302400,306300,310500,314800,319400,324100,328100,331500,334800,338100,341300,344400,347400,350200,352500,354500,356300,358100,360200,362900,365900,369300,372900,377000,381200,385400,390000,394900,400200,405900,411800,417600,423000,428000,432400,436500,440300,444000,447500,450800,453800,456400,458900,461300,463400,465200,466600,467600,468500,469100,469400,469300,468400,466600,464100,461700,459400,457300,455400,453500,451300,448800,446300,444100,442100,440100,438100,436600,435300,433900,432200,430200,427700,424900,422000,419400,417200,415200,413200,411800,410800,409700,407700,405400,403500,402700,402800,403800,405000,407500,409300,409100,410900,414400,415100,415100,416700,418200,419300,418500,415800,413300,412100,410100,403700,397000,395100,395500,395300,394600,393700,392700,392200,390600,389000,388200,388400,388800,389900,390700,390600,389900,390000,390900,392200,393200,393700,394200,395200,395500,395100,395400,396400,397900,398500,397800,397900,399400,400600,402600,404900,407100,409600,412300,415200,418500,420600,422500,423800,423800,424500,426500,427800,428100,428200,427300,425500,424800,426200,428000,429300,430300,432700,435900,439100,442200,444900,447100,448900,450000,452200,457300,463500,468200,470500,473000,477400,482100,486700,492800,499500,504400,506400,506900,508700,513800,519700,524900,530100,535100,524720,,,,
1026,61801,10461,New York,NY,New York,Bronx,#N/A,1027,165900,165500,165100,164600,164000,163400,162900,162500,162400,162500,162800,163000,163300,163700,164300,164700,165100,165500,166000,166500,167300,168300,169300,170200,171200,172300,173300,174200,175000,175700,176400,177200,178200,179400,180600,181700,183000,184400,185700,187000,188100,189000,190100,191300,192800,194500,196300,198100,200000,202100,204200,206200,208000,209600,211400,213200,215300,217500,219800,222200,224800,227400,230000,232400,234500,236500,238400,240500,242800,245300,248000,250700,253600,256700,259700,262300,264500,266400,268300,270600,272900,274800,276100,277100,277700,278600,280700,285200,291900,299800,307400,314000,319700,324900,329900,334800,339200,342900,345700,347800,349900,352600,356300,360500,365500,371400,377900,384900,392400,399700,406900,414000,420500,426300,431400,436200,440400,443700,446100,448500,450700,452500,454000,455000,455800,456700,457900,460000,462800,465200,466600,468400,470900,473200,474800,475200,474400,473200,471500,469700,467700,464000,458500,453700,449700,445900,441700,437100,432400,428200,424300,421100,418300,414200,408800,404000,399900,395700,391900,388900,386700,385800,385800,387100,387300,386500,386500,385900,383900,383400,385100,387100,387300,385500,383500,373400,362000,361500,368800,371500,370800,369200,367300,367000,367900,369000,369400,370900,370900,367900,364100,362400,361500,359900,358700,356900,354700,350400,345900,347900,354700,359200,360500,362600,366300,370300,371800,372300,374300,376700,378300,379300,380100,379600,379200,379900,381200,382700,384600,386200,387200,389000,391900,395500,398800,401000,401600,401600,402500,405100,407300,408400,409300,410900,412600,414200,416200,417600,419200,421000,422000,421400,423400,426900,430400,434300,438900,442100,446500,452000,455200,455900,457300,459900,463300,464800,465800,468800,471600,471200,467900,463500,459000,461100,466500,463600,,,,
1065,62009,11106,New York,NY,New York,New York,#N/A,1066,164600,165300,165900,166700,167400,168300,169200,170300,171700,173000,173800,174400,175100,176000,177100,178100,179300,180500,181800,183500,185300,186800,187900,188600,189500,190600,191600,192700,193900,195100,196400,198100,200100,201700,202900,203800,205000,206400,208100,210000,211900,214200,216700,219700,223000,226100,228600,230900,233400,236100,239000,241900,244900,247900,251000,254600,258300,261400,263600,265400,267200,269100,271200,273100,275000,276900,279000,281600,284300,286200,287200,287700,288500,289600,291000,292500,294100,296000,298700,299500,300900,308400,322800,338900,354100,366200,376000,384200,390300,394400,397100,399100,400600,400800,400000,399800,401200,404700,410600,419000,430000,443000,457000,471400,485100,496500,505700,514800,524300,533600,542300,550000,556800,563000,568800,574700,580100,583300,583400,582100,581300,581800,583500,586200,589200,591300,591400,590900,592400,596700,603400,612700,622900,631000,635500,637400,638700,640400,641900,643600,644800,644300,641400,637300,632300,626100,619100,612800,607700,603100,597900,592300,586800,581400,575000,569200,564700,560500,554600,547500,540300,533800,528000,523700,521400,520200,519800,516500,510400,507100,511000,517000,516500,511000,511600,517300,523700,530400,537600,543500,549500,553500,556200,559700,566400,575600,583200,586600,586900,587800,590200,592800,593300,594500,594000,591300,589900,589000,584500,583800,585700,580700,576300,575700,574900,574600,579700,584600,591100,604200,618000,622900,621900,624600,629400,636800,643100,649000,657400,667100,674700,681000,686400,691300,698200,706000,711200,719700,735100,747400,749100,751800,757100,764000,772700,779900,781400,792600,810000,817900,824800,840100,854800,869400,890400,907800,919600,929500,941100,947300,946900,948900,958900,970300,978100,987400,995600,997600,1000800,1017900,1043900,1067100,1079200,1091000,1104300,1077100,,,,
1141,62118,11432,New York,NY,New York,Queens,#N/A,1142,216000,216200,216500,216900,217300,217700,218000,218600,219300,219700,219600,219400,219300,219600,220200,221100,222000,223100,224200,225600,227300,228700,229500,230100,231000,232300,233900,235700,237600,239500,241600,244000,246700,249000,250700,252200,254100,256500,259300,262300,265500,268900,272200,275800,279700,283100,285600,287900,290400,293500,296900,300500,304300,308100,311800,315900,320200,323800,326500,328700,331300,334600,338200,342000,345800,349400,352700,356000,359100,360900,361100,360700,360500,361100,362300,363800,365600,367600,370200,370000,369600,375400,389100,404600,418100,426600,431300,434300,436700,439700,443700,449400,456300,462900,468900,475800,484000,493300,503300,513100,522700,532300,542000,552200,562300,570300,576000,581400,587400,594700,603600,613600,623900,633900,643600,654100,664900,674100,680900,686900,692500,697000,700300,702500,703300,702400,699100,694500,689800,685800,682700,681200,680100,678200,674900,671200,667500,664500,662200,660600,658400,654800,649600,644500,638900,632900,626800,621200,615400,609500,604100,599400,594500,589000,582500,576300,570200,563800,558000,555000,554400,555000,557400,561200,565600,568300,569300,565300,556300,550100,551100,554200,553000,545600,535700,522900,513700,510800,512400,512700,517500,523100,522600,516200,513600,516700,519500,521000,519000,514200,509600,510000,510900,510800,511600,514400,516700,519600,524300,530300,536000,541000,544800,548800,553600,558600,563100,567300,571800,576800,581200,585800,590500,595100,599800,602600,602700,603200,604600,604600,603600,601800,601200,604100,609200,615300,621500,629200,637300,645900,654600,664800,675300,684400,691100,694800,695200,693800,693200,691800,691900,696500,704700,712400,716600,719400,724100,728200,734200,742500,747400,749800,755200,760300,761200,764100,770800,778000,783600,791100,797000,798200,800500,810400,819400,805100,,,,
3728,62038,11228,New York,NY,New York,Kings,Brooklyn,3729,219300,219600,219900,220200,220600,221000,221400,222100,223100,224400,225500,226500,227400,228500,229600,230800,232000,233400,234800,236300,238200,240300,242100,243700,245300,246700,248200,249700,251200,252700,254400,256200,258400,260900,263100,265200,267300,269300,271400,273500,275600,277600,279700,282000,284600,287400,289900,292100,294100,296100,298000,299800,301700,303500,305400,307600,310300,313200,316000,318700,321400,324100,326900,329700,332600,335700,338900,342400,346500,350800,355000,358900,362700,366300,369800,373200,376600,380100,383700,387400,391400,396600,403500,411600,420400,428700,435900,441800,447200,452900,459300,465600,471100,475500,479100,482400,485800,489900,495300,502100,510100,519300,529200,539400,549700,559500,568600,577800,587700,597600,607500,617100,625700,632100,635900,637300,636800,634700,631200,627400,624700,623800,624700,627200,630100,632500,633600,633700,633400,633200,632200,630500,628700,626300,623000,619900,617100,613800,610000,607400,607500,610300,613600,616900,620100,621400,618800,614200,609700,605500,601100,597000,593600,590500,586000,580700,575700,570200,565100,563300,565400,569700,575300,582400,590200,596500,599400,597500,591000,589300,594600,595500,589600,583200,578900,573400,565300,557800,561600,575300,588900,595600,600300,604800,605700,602300,600400,602000,605600,607600,606600,604900,606600,609500,609800,610700,614800,621600,629100,634700,637100,639500,640300,640400,642600,646900,649600,651400,654500,660800,667100,671500,677300,685900,692700,695800,696900,700100,705200,714500,726900,737500,743400,748100,752000,755400,758500,761200,766500,774200,782100,789700,798800,808300,816200,821700,826300,830100,834000,837900,840600,843600,847100,847800,848400,851600,855000,858300,862700,867400,872700,879500,884300,885500,886600,891500,895900,895700,894700,896400,902200,909000,912800,913900,915300,910640,,,,
1299,62004,11101,New York,NY,New York,Queens,#N/A,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444300,437500,431100,431800,439300,448400,447800,444300,443000,443800,439900,443100,456400,467400,474200,484100,491200,491500,493000,492000,495700,502100,508600,514700,525200,532700,537500,542800,547700,550000,561500,586200,602500,600900,604300,619800,633800,643700,657900,673500,681900,682700,684500,685200,692600,702600,701800,699600,713000,725800,729600,736300,750000,762000,765000,761900,764900,773800,781200,782400,779900,773900,765500,761100,763800,767200,760100,739000,708300,698500,711200,742900,767300,769700,767200,782500,765920,,,,
1413,61799,10459,New York,NY,New York,Bronx,#N/A,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206800,206100,206000,206800,207500,208300,210200,213000,215700,218700,222300,227100,233300,240400,248000,255600,261500,265900,270200,274600,278300,281600,284700,287300,289300,291000,292900,295500,298100,300300,302500,305100,307800,310800,314600,319200,323900,328000,331400,333900,335800,337400,338500,338900,339200,340000,341300,342100,341000,338900,337400,337200,338600,341300,342800,341600,337900,332500,326400,320200,314600,310700,308300,306400,305700,305200,302900,298600,293800,289500,286400,283700,280000,276100,274100,274300,276800,280500,282300,280900,280500,281700,280400,279600,283500,286600,286400,284400,271900,254100,248200,256600,267100,273700,277600,278600,279500,280400,279800,278200,279900,282900,282500,279300,275800,274100,274200,276400,277100,277100,274500,269300,267400,270300,272500,271600,271100,271100,273700,275400,273900,273500,276200,274900,271000,268800,266300,262700,261700,262500,262000,261000,262300,264600,265800,271400,280500,286200,287300,290100,292200,292900,294800,299800,303000,305600,309100,308800,301700,297400,298300,296900,294200,294800,298900,302100,306200,310600,318800,329000,335400,336300,339300,342000,339700,337800,337400,337600,337200,334600,328700,332200,349300,370100,383000,393400,403900,410400,392160,,,,
